"20:41:27.527694 ARP, Request who-has 192.168.223.1 (Broadcast) tell 192.168.223.130, length 46"
"20:41:31.190590 IP 192.168.223.130.43420 > 192.168.223.1.1720: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.190619 IP 192.168.223.2.auth > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:31.190661 IP 192.168.223.128.3389 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.190687 IP 192.168.223.129.1723 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.193577 IP 192.168.223.130.43421 > 192.168.223.1.8888: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193630 IP 192.168.223.130.43421 > 192.168.223.2.8888: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193659 IP 192.168.223.130.43421 > 192.168.223.128.submission: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193703 IP 192.168.223.130.43421 > 192.168.223.129.3389: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193749 IP 192.168.223.130.43421 > 192.168.223.254.3389: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193778 IP 192.168.223.130.43421 > 192.168.223.1.submission: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193796 IP 192.168.223.130.43421 > 192.168.223.2.submission: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193824 IP 192.168.223.130.43421 > 192.168.223.128.auth: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193852 IP 192.168.223.130.43421 > 192.168.223.129.loc-srv: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193879 IP 192.168.223.130.43421 > 192.168.223.254.loc-srv: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193905 IP 192.168.223.130.43421 > 192.168.223.254.1723: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.193933 IP 192.168.223.130.43420 > 192.168.223.129.auth: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.193960 IP 192.168.223.130.43420 > 192.168.223.254.submission: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.193976 IP 192.168.223.130.43420 > 192.168.223.1.pop3: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.194018 IP 192.168.223.2.8888 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:31.194046 IP 192.168.223.2.submission > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:31.194072 IP 192.168.223.128.submission > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.194088 IP 192.168.223.128.auth > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.194112 IP 192.168.223.129.3389 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.194127 IP 192.168.223.129.loc-srv > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.194143 IP 192.168.223.129.auth > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.293678 IP 192.168.223.130.43421 > 192.168.223.1.1720: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.293755 IP 192.168.223.130.43421 > 192.168.223.254.auth: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.293791 IP 192.168.223.130.43420 > 192.168.223.129.submission: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.293831 IP 192.168.223.130.43420 > 192.168.223.254.8888: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.293859 IP 192.168.223.130.43420 > 192.168.223.1.imap2: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.293896 IP 192.168.223.130.43420 > 192.168.223.2.1720: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.293913 IP 192.168.223.130.43420 > 192.168.223.128.8888: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.293950 IP 192.168.223.130.43420 > 192.168.223.129.8888: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.293990 IP 192.168.223.2.1720 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:31.294029 IP 192.168.223.129.submission > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.294129 IP 192.168.223.128.8888 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.294163 IP 192.168.223.129.8888 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.297110 IP 192.168.223.130.43421 > 192.168.223.1.pop3: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.297238 IP 192.168.223.130.43421 > 192.168.223.254.submission: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.297268 IP 192.168.223.130.43420 > 192.168.223.2.pop3: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.297285 IP 192.168.223.130.43420 > 192.168.223.128.1720: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.297319 IP 192.168.223.130.43420 > 192.168.223.129.1720: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.297344 IP 192.168.223.130.43420 > 192.168.223.254.1720: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.297384 IP 192.168.223.2.pop3 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:31.297411 IP 192.168.223.128.1720 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.297446 IP 192.168.223.129.1720 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.394474 IP 192.168.223.130.43421 > 192.168.223.1.imap2: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.394555 IP 192.168.223.130.43421 > 192.168.223.2.1720: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.394592 IP 192.168.223.130.43421 > 192.168.223.128.8888: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.394632 IP 192.168.223.130.43421 > 192.168.223.129.8888: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.394676 IP 192.168.223.130.43421 > 192.168.223.254.8888: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.394694 IP 192.168.223.130.43421 > 192.168.223.129.submission: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.394710 IP 192.168.223.130.43420 > 192.168.223.128.pop3: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.394738 IP 192.168.223.130.43420 > 192.168.223.129.pop3: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.394882 IP 192.168.223.2.1720 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:31.394922 IP 192.168.223.128.8888 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.394946 IP 192.168.223.128.pop3 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.394995 IP 192.168.223.129.8888 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.395012 IP 192.168.223.129.submission > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.395026 IP 192.168.223.129.pop3 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.397723 IP 192.168.223.130.43421 > 192.168.223.2.pop3: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.397782 IP 192.168.223.130.43421 > 192.168.223.128.1720: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.397818 IP 192.168.223.130.43421 > 192.168.223.129.1720: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.397843 IP 192.168.223.130.43421 > 192.168.223.254.1720: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.397860 IP 192.168.223.130.43420 > 192.168.223.2.imap2: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.397884 IP 192.168.223.130.43420 > 192.168.223.254.pop3: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.397939 IP 192.168.223.2.pop3 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:31.397957 IP 192.168.223.2.imap2 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:31.397982 IP 192.168.223.128.1720 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.398006 IP 192.168.223.129.1720 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.497752 IP 192.168.223.130.43420 > 192.168.223.128.imap2: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.497827 IP 192.168.223.130.43420 > 192.168.223.129.imap2: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.497879 IP 192.168.223.130.43420 > 192.168.223.254.imap2: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.497933 IP 192.168.223.130.43420 > 192.168.223.1.rtsp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.497977 IP 192.168.223.130.43420 > 192.168.223.2.rtsp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.497994 IP 192.168.223.130.43420 > 192.168.223.128.rtsp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.498018 IP 192.168.223.130.43420 > 192.168.223.254.rtsp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.498037 IP 192.168.223.130.43420 > 192.168.223.1.ftp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.498199 IP 192.168.223.130.43420 > 192.168.223.2.ftp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.498238 IP 192.168.223.128.imap2 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.498267 IP 192.168.223.128.rtsp > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.498299 IP 192.168.223.129.imap2 > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.498325 IP 192.168.223.2.rtsp > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:31.498340 IP 192.168.223.2.ftp > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:31.500313 IP 192.168.223.130.43421 > 192.168.223.254.pop3: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.500351 IP 192.168.223.130.43420 > 192.168.223.254.ftp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.598164 IP 192.168.223.130.43421 > 192.168.223.1.ftp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598253 IP 192.168.223.130.43421 > 192.168.223.2.ftp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598298 IP 192.168.223.130.43421 > 192.168.223.128.rtsp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598355 IP 192.168.223.130.43421 > 192.168.223.129.imap2: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598385 IP 192.168.223.130.43421 > 192.168.223.254.rtsp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598402 IP 192.168.223.130.43421 > 192.168.223.1.rtsp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598432 IP 192.168.223.130.43421 > 192.168.223.2.rtsp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598451 IP 192.168.223.130.43421 > 192.168.223.128.imap2: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598489 IP 192.168.223.130.43421 > 192.168.223.254.imap2: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.598520 IP 192.168.223.2.ftp > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:31.598537 IP 192.168.223.2.rtsp > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:31.598575 IP 192.168.223.128.rtsp > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.598591 IP 192.168.223.128.imap2 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.598625 IP 192.168.223.129.imap2 > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.601144 IP 192.168.223.130.43421 > 192.168.223.254.ftp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.601194 IP 192.168.223.130.43420 > 192.168.223.254.pop3s: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.701411 IP 192.168.223.130.43421 > 192.168.223.254.pop3s: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.701490 IP 192.168.223.130.43420 > 192.168.223.128.ftp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.701541 IP 192.168.223.130.43420 > 192.168.223.129.rtsp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.701580 IP 192.168.223.130.43420 > 192.168.223.254.http: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.701597 IP 192.168.223.130.43420 > 192.168.223.1.pop3s: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.701632 IP 192.168.223.130.43420 > 192.168.223.2.pop3s: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.701650 IP 192.168.223.130.43420 > 192.168.223.254.netbios-ssn: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.701666 IP 192.168.223.130.43420 > 192.168.223.1.http: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.701726 IP 192.168.223.2.pop3s > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:31.701753 IP 192.168.223.128.ftp > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.701777 IP 192.168.223.129.rtsp > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.802217 IP 192.168.223.130.43421 > 192.168.223.1.http: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.802316 IP 192.168.223.130.43421 > 192.168.223.2.pop3s: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.802353 IP 192.168.223.130.43421 > 192.168.223.128.ftp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.802380 IP 192.168.223.130.43421 > 192.168.223.129.rtsp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.802420 IP 192.168.223.130.43421 > 192.168.223.254.netbios-ssn: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.802438 IP 192.168.223.130.43421 > 192.168.223.1.pop3s: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.802455 IP 192.168.223.130.43421 > 192.168.223.254.http: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.802474 IP 192.168.223.130.43420 > 192.168.223.254.http-alt: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.802516 IP 192.168.223.2.pop3s > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:31.802551 IP 192.168.223.128.ftp > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.802576 IP 192.168.223.129.rtsp > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:31.905168 IP 192.168.223.130.43421 > 192.168.223.254.http-alt: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:31.905247 IP 192.168.223.130.43420 > 192.168.223.128.pop3s: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.905290 IP 192.168.223.130.43420 > 192.168.223.129.ftp: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.905334 IP 192.168.223.130.43420 > 192.168.223.254.2717: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.905351 IP 192.168.223.130.43420 > 192.168.223.1.netbios-ssn: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.905375 IP 192.168.223.130.43420 > 192.168.223.2.http: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:31.905423 IP 192.168.223.128.pop3s > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 0, length 0"
"20:41:31.905464 IP 192.168.223.129.ftp > 192.168.223.130.43420: Flags [S.], seq 874740649, ack 2736444173, win 5840, options [mss 1460], length 0"
"20:41:31.905497 IP 192.168.223.2.http > 192.168.223.130.43420: Flags [R.], seq 0, ack 2736444173, win 32767, length 0"
"20:41:31.905655 IP 192.168.223.130.43420 > 192.168.223.129.ftp: Flags [R], seq 2736444173, win 0, length 0"
"20:41:32.005829 IP 192.168.223.130.43421 > 192.168.223.1.netbios-ssn: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:32.005912 IP 192.168.223.130.43421 > 192.168.223.2.http: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:32.005942 IP 192.168.223.130.43421 > 192.168.223.128.pop3s: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:32.005979 IP 192.168.223.130.43421 > 192.168.223.129.ftp: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:32.006021 IP 192.168.223.130.43421 > 192.168.223.254.2717: Flags [S], seq 2736509709, win 1024, options [mss 1460], length 0"
"20:41:32.006038 IP 192.168.223.130.43420 > 192.168.223.254.aol: Flags [S], seq 2736444172, win 1024, options [mss 1460], length 0"
"20:41:32.006272 IP 192.168.223.2.http > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 32767, length 0"
"20:41:32.006377 IP 192.168.223.128.pop3s > 192.168.223.130.43421: Flags [R.], seq 0, ack 2736509710, win 0, length 0"
"20:41:32.006405 IP 192.168.223.129.ftp > 192.168.223.130.43421: Flags [S.], seq 882556466, ack 2736509710, win 5840, options [mss 1460], length 0"
"20:41:32.006483 IP 192.168.223.130.43421 > 192.168.223.129.ftp: Flags [R], seq 2736509710, win 0, length 0"
