20:42:53.364011 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:42:54.363206 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:42:55.360924 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:43:04.988868 IP 192.168.223.129.webmin > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:04.988912 IP 192.168.223.128.webmin > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.089194 IP 192.168.223.130.63986 > 192.168.223.1.webmin: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.089244 IP 192.168.223.130.63986 > 192.168.223.2.6646: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.089261 IP 192.168.223.130.63986 > 192.168.223.128.radmin-port: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.089305 IP 192.168.223.130.63986 > 192.168.223.129.radmin-port: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.089355 IP 192.168.223.2.6646 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:05.089396 IP 192.168.223.128.radmin-port > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.089433 IP 192.168.223.129.radmin-port > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.189913 IP 192.168.223.130.63987 > 192.168.223.1.webmin: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.190008 IP 192.168.223.130.63987 > 192.168.223.2.6646: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.190128 IP 192.168.223.130.63987 > 192.168.223.128.radmin-port: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.190232 IP 192.168.223.130.63987 > 192.168.223.129.radmin-port: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.190271 IP 192.168.223.2.6646 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:05.190355 IP 192.168.223.128.radmin-port > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:05.190424 IP 192.168.223.129.radmin-port > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:05.293368 IP 192.168.223.130.63986 > 192.168.223.129.postgresql: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.293431 IP 192.168.223.130.63986 > 192.168.223.254.daytime: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.293461 IP 192.168.223.130.63986 > 192.168.223.1.radmin-port: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.293485 IP 192.168.223.130.63986 > 192.168.223.2.49157: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.293502 IP 192.168.223.130.63986 > 192.168.223.128.postgresql: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.293552 IP 192.168.223.129.postgresql > 192.168.223.130.63986: Flags [S.], seq 2341612719, ack 2465753834, win 5840, options [mss 1460], length 0
20:43:05.293581 IP 192.168.223.2.49157 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:05.293637 IP 192.168.223.128.postgresql > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.293692 IP 192.168.223.130.63986 > 192.168.223.129.postgresql: Flags [R], seq 2465753834, win 0, length 0
20:43:05.393828 IP 192.168.223.130.63987 > 192.168.223.1.radmin-port: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.393907 IP 192.168.223.130.63987 > 192.168.223.2.49157: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.393927 IP 192.168.223.130.63987 > 192.168.223.128.postgresql: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.393954 IP 192.168.223.130.63987 > 192.168.223.129.postgresql: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.393996 IP 192.168.223.130.63987 > 192.168.223.254.daytime: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.394026 IP 192.168.223.2.49157 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:05.394068 IP 192.168.223.128.postgresql > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:05.394105 IP 192.168.223.129.postgresql > 192.168.223.130.63987: Flags [S.], seq 2345784250, ack 2465819369, win 5840, options [mss 1460], length 0
20:43:05.394190 IP 192.168.223.130.63987 > 192.168.223.129.postgresql: Flags [R], seq 2465819369, win 0, length 0
20:43:05.497961 IP 192.168.223.130.63986 > 192.168.223.128.ms-sql-s: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.498026 IP 192.168.223.130.63986 > 192.168.223.129.ms-sql-s: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.498057 IP 192.168.223.130.63986 > 192.168.223.254.5009: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.498086 IP 192.168.223.130.63986 > 192.168.223.1.postgresql: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.498121 IP 192.168.223.130.63986 > 192.168.223.2.discard: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.498161 IP 192.168.223.128.ms-sql-s > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.498207 IP 192.168.223.129.ms-sql-s > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.498241 IP 192.168.223.2.discard > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:05.598361 IP 192.168.223.130.63987 > 192.168.223.1.postgresql: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.598423 IP 192.168.223.130.63987 > 192.168.223.2.discard: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.598441 IP 192.168.223.130.63987 > 192.168.223.128.ms-sql-s: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.598475 IP 192.168.223.130.63987 > 192.168.223.129.ms-sql-s: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.598519 IP 192.168.223.130.63987 > 192.168.223.254.5009: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.598549 IP 192.168.223.2.discard > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:05.598588 IP 192.168.223.128.ms-sql-s > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:05.598631 IP 192.168.223.129.ms-sql-s > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:05.701439 IP 192.168.223.130.63986 > 192.168.223.2.1755: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.701511 IP 192.168.223.130.63986 > 192.168.223.128.x11-1: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.701550 IP 192.168.223.130.63986 > 192.168.223.129.x11-1: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.701588 IP 192.168.223.130.63986 > 192.168.223.254.1029: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.701607 IP 192.168.223.130.63986 > 192.168.223.1.ms-sql-s: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.701654 IP 192.168.223.2.1755 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:05.701696 IP 192.168.223.128.x11-1 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.701721 IP 192.168.223.129.x11-1 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.801601 IP 192.168.223.130.63987 > 192.168.223.2.1755: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.801668 IP 192.168.223.130.63987 > 192.168.223.128.x11-1: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.801707 IP 192.168.223.130.63987 > 192.168.223.129.x11-1: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.801775 IP 192.168.223.2.1755 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:05.801857 IP 192.168.223.128.x11-1 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:05.801889 IP 192.168.223.129.x11-1 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:05.804352 IP 192.168.223.130.63987 > 192.168.223.1.ms-sql-s: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.804396 IP 192.168.223.130.63987 > 192.168.223.254.1029: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:05.904580 IP 192.168.223.130.63986 > 192.168.223.128.49153: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.904643 IP 192.168.223.130.63986 > 192.168.223.129.49153: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.904673 IP 192.168.223.130.63986 > 192.168.223.254.81: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.904700 IP 192.168.223.130.63986 > 192.168.223.1.x11-1: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.904734 IP 192.168.223.130.63986 > 192.168.223.2.sip: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:05.904788 IP 192.168.223.128.49153 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.904816 IP 192.168.223.129.49153 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:05.904842 IP 192.168.223.2.sip > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:06.004994 IP 192.168.223.130.63987 > 192.168.223.1.x11-1: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.005060 IP 192.168.223.130.63987 > 192.168.223.2.sip: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.005078 IP 192.168.223.130.63987 > 192.168.223.128.49153: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.005111 IP 192.168.223.130.63987 > 192.168.223.129.49153: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.005154 IP 192.168.223.130.63987 > 192.168.223.254.81: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.005183 IP 192.168.223.2.sip > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:06.005223 IP 192.168.223.128.49153 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:06.005260 IP 192.168.223.129.49153 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:06.107856 IP 192.168.223.130.63986 > 192.168.223.2.nntp: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.107915 IP 192.168.223.130.63986 > 192.168.223.128.tproxy: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.107973 IP 192.168.223.130.63986 > 192.168.223.129.tproxy: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.108019 IP 192.168.223.130.63986 > 192.168.223.254.5000: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.108059 IP 192.168.223.130.63986 > 192.168.223.1.49153: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.108115 IP 192.168.223.2.nntp > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:06.108144 IP 192.168.223.128.tproxy > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:06.108178 IP 192.168.223.129.tproxy > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:06.208327 IP 192.168.223.130.63987 > 192.168.223.1.49153: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.208405 IP 192.168.223.130.63987 > 192.168.223.2.nntp: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.208425 IP 192.168.223.130.63987 > 192.168.223.128.tproxy: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.208450 IP 192.168.223.130.63987 > 192.168.223.129.tproxy: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.208492 IP 192.168.223.130.63987 > 192.168.223.254.5000: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.208536 IP 192.168.223.2.nntp > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:06.208752 IP 192.168.223.128.tproxy > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:06.208784 IP 192.168.223.129.tproxy > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:06.311467 IP 192.168.223.130.63986 > 192.168.223.1.tproxy: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.311532 IP 192.168.223.130.63986 > 192.168.223.2.webmin: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.311550 IP 192.168.223.130.63986 > 192.168.223.128.5101: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.311587 IP 192.168.223.130.63986 > 192.168.223.129.5101: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.311631 IP 192.168.223.130.63986 > 192.168.223.254.snpp: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.311661 IP 192.168.223.2.webmin > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:06.311701 IP 192.168.223.128.5101 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:06.311738 IP 192.168.223.129.5101 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:06.412624 IP 192.168.223.130.63987 > 192.168.223.1.tproxy: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.412694 IP 192.168.223.130.63987 > 192.168.223.2.webmin: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.412713 IP 192.168.223.130.63987 > 192.168.223.128.5101: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.412750 IP 192.168.223.130.63987 > 192.168.223.129.5101: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.412794 IP 192.168.223.130.63987 > 192.168.223.254.snpp: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.412824 IP 192.168.223.2.webmin > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:06.412864 IP 192.168.223.128.5101 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:06.412901 IP 192.168.223.129.5101 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:06.515584 IP 192.168.223.130.63986 > 192.168.223.254.2001: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.515661 IP 192.168.223.130.63986 > 192.168.223.1.5101: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.515685 IP 192.168.223.130.63986 > 192.168.223.2.radmin-port: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.515702 IP 192.168.223.130.63986 > 192.168.223.128.9999: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.515736 IP 192.168.223.130.63986 > 192.168.223.129.9999: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.515789 IP 192.168.223.2.radmin-port > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:06.515829 IP 192.168.223.128.9999 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:06.515865 IP 192.168.223.129.9999 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:06.615734 IP 192.168.223.130.63987 > 192.168.223.1.5101: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.615808 IP 192.168.223.130.63987 > 192.168.223.2.radmin-port: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.615846 IP 192.168.223.130.63987 > 192.168.223.128.9999: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.615884 IP 192.168.223.130.63987 > 192.168.223.129.9999: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.615925 IP 192.168.223.130.63987 > 192.168.223.254.2001: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.615955 IP 192.168.223.2.radmin-port > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:06.615998 IP 192.168.223.128.9999 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:06.616023 IP 192.168.223.129.9999 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:06.718643 IP 192.168.223.130.63986 > 192.168.223.129.finger: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.718712 IP 192.168.223.130.63986 > 192.168.223.254.ipp: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.718742 IP 192.168.223.130.63986 > 192.168.223.1.9999: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.718765 IP 192.168.223.130.63986 > 192.168.223.2.postgresql: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.718794 IP 192.168.223.130.63986 > 192.168.223.128.finger: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:06.718845 IP 192.168.223.129.finger > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:06.718890 IP 192.168.223.2.postgresql > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:06.718958 IP 192.168.223.128.finger > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:06.769151 IP 192.168.223.128.1086 > 192.168.223.2.domain: 22+ A? www.bing.com. (30)
20:43:06.787129 ARP, Request who-has 192.168.223.128 tell 192.168.223.2, length 46
20:43:06.787599 ARP, Reply 192.168.223.128 is-at 00:0c:29:80:99:48 (oui Unknown), length 46
20:43:06.787771 IP 192.168.223.2.domain > 192.168.223.128.1086: 22 1/0/0 A 204.79.197.200 (46)
20:43:06.789401 IP 192.168.223.128.rmiregistry > 204.79.197.200.http: Flags [S], seq 3183526994, win 64240, options [mss 1460,nop,nop,sackOK], length 0
20:43:06.819858 IP 192.168.223.130.63987 > 192.168.223.1.9999: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.819928 IP 192.168.223.130.63987 > 192.168.223.2.postgresql: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.819949 IP 192.168.223.130.63987 > 192.168.223.128.finger: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.819975 IP 192.168.223.130.63987 > 192.168.223.129.finger: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:06.820019 IP 192.168.223.130.63987 > 192.168.223.254.ipp: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
